ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
12,UP,South Thomas,STEP,300,10,2023-08-13,Andrew Mitchell,wwilson@example.org,2805046212,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,Entregado,Ninguno,18
5,DOG,Port Alexachester,AT,2600,22,2023-09-01,Samantha Hodges,brianboyd@example.org,(369) 746572373,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,Ninguno,25
30,FACTOR,Valerietown,INCREASE,900,22,2023-09-13,Samantha?Hodges,sandersbeth@example.org,8487233346,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,En camino,Ninguno,39
17,WAIT,Nguyenshire,STILL,700,2,2023-09-01,David Norton,lharmon@example.net,5571938141,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,Producto defectuoso,83
1,PROFESSOR,North Thomastown,GROUP,1100,24,2023-06-28,Benjamin Chan,sandersbeth@example.org,(372) 684886317,"7474 Sean Pine
Frazierchester, OK 57469",Efectivo,Entregado,Ninguno,14
24,IF,South Timothyberg,FORWARD,600,24,2023-09-01,Lisa Stafford,estesjon@example.org,(001) 36332501439284,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,Entregado,Producto defectuoso,97
26,FOCUS,Nguyenshire,FORWARD,2500,29,2023-04-14,Mark Mays,paul49@example.net,2805046212,"USS Fuller
FPO AA 30334",Efectivo,Entregado,Producto defectuoso,28
26,CREATE,East Janicemouth,FINISH,700,27,2023-03-13,Larry Welch,matthew29@example.com,(001) 19330387387349,"7474*Sean*Pine
Frazierchester,*OK*57469",Efectivo,Entregado,Producto defectuoso,97
27,WAIT,East Brittany,LEADER,900,10,2023-08-17,Michelle Mitchell,ydavid@example.com,8572628794,"50604 Anthony Villages
New William, ME 95446",Tarjeta,Entregado,Producto defectuoso,87
3,KITCHEN,East Brittany,LEG,1100,27,2023-10-15,Cynthia Hayes,matthew29@example.com,(509) 210932647,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,Entregado,Producto defectuoso,25
22,STRATEGY,Valerietown,NORTH,2800,28,2023-03-14,Samantha Hodges,eric24@example.com,(001) 9023136721535,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,Entregado,Producto defectuoso,14
21,INVOLVE,Milesburgh,GROW,2800,7,2024-12-09,Angela Taylor,wliu@example.net,(001) 36332501439284,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,Entregado,Producto defectuoso,19
18,WAIT,Jodichester,INDIVIDUAL,700,11,2024-12-09,Andrew Mitchell,lharmon@example.net,(175) 175834,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,Entregado,Ninguno,25
26,OWNER,Valerietown,LEG,200,16,2023-03-13,Larry Welch,estesjon@example.org,(870) 608083698,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,En camino,Producto defectuoso,30
5,PRESENT,Susanton,SPRING,2500,17,2023-05-06,Kelsey Lopez,estesjon@example.org,(475) 36070987999,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,En camino,Ninguno,39
10,PROFESSOR,East Josephland,SET,1100,16,2023-05-05,Mark Mays,wliu@example.net,(001) 19330387387349,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,Producto defectuoso,18
19,EDUCATION,NorthJasmine,RICH,200,9,2024-12-09,Kelsey Lopez,matthew29@example.com,(475) 36070987999,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,Producto defectuoso,21
20,IF,Jessechester,MOVEMENT,1100,14,2023-09-01,Jessica Davis,powersjimmy@example.org,5571938141,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,Entregado,Producto defectuoso,39
8,TRADE,Trujillofort,FORWARD,200,22,2023-03-14,Alan Bird,eric87@example.org,2805046212,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,En camino,Ninguno,72
22,STAFF,Jessechester,RICH,1600,27,2023-07-15,Alan Bird,parkerandrew@example.org,(110) 59261937727,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Producto defectuoso,74
23,SIX,Kevinton,RICH,1500,15,2022-12-04,Mark  Mays,david09@example.com,8487233346,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta,Entregado,Producto defectuoso,74
17,WAIT,East Jonathan,FINISH,900,24,2023-09-23,Carla Orozco,vhill@example.org,(612) 211834900,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,En camino,Producto defectuoso,25
19,INVOLVE,Jessechester,FINISH,2100,30,2023-01-04,Sharon Lowe,wliu@example.net,(686) 990991,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,Entregado,Producto defectuoso,55
24,BASE,Valerietown,BUDGET,2600,22,2023-03-13,Carla Orozco,parkerandrew@example.org,(314) 257035737,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,Entregado,Producto defectuoso,54
1,FOOD,North Jasmine,STILL,1100,8,2024-12-09,Lisa!Stafford,ydavid@example.com,2805046212,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Efectivo,En camino,Producto defectuoso,28
15,OWNER,North Brittney,FINISH,1100,22,2023-09-23,Andrew Mitchell,walkerraven@example.net,8572628794,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,Ninguno,24
20,STRATEGY,Trujillofort,INDIVIDUAL,2300,7,2023-05-06,Daniel Garcia,parkerandrew@example.org,(001) 9023136721535,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Producto defectuoso,25
18,UNDER,Courtneymouth,INDUSTRY,800,25,2023-07-10,Juan Manning,briangonzales@example.net,(339) 00428204920,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Tarjeta,Entregado,Producto defectuoso,42
8,JUST,South Timothyberg,MEMBER,2500,24,2022-12-04,Sharon Lowe,eric24@example.com,2805046212,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,Entregado,Producto defectuoso,49
8,FOCUS,Kevinton,GROW,700,21,2024-12-09,Samantha Hodges,karaware@example.net,(001) 389556200,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,En camino,Ninguno,25
25,KITCHEN,Vasquezborough,SPRING,2400,17,2023-06-06,Lisa Stafford,vhill@example.org,(339) 00428204920,"493 Cameron Ramp
Veronicatown, MI 81010",Efectivo,Entregado,Ninguno,24
18,SIX,South Timothyberg,INDIVIDUAL,2600,11,2023-03-22,Angela Taylor,powersjimmy@example.org,2805046212,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,En camino,Ninguno,38
4,FOOD,Valerietown,POPULAR,2100,11,2023-04-14,Crystal Chambers,vhill@example.org,8487233346,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,Entregado,Ninguno,98
14,PROFESSOR,North Thomastown,NORTH,2600,21,2023-07-15,Alan Bird,eric87@example.org,(101) 8897038562,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,Entregado,Producto defectuoso,39
2,PRESENT,Larrychester,GROUP,2500,25,2023-06-17,Sharon Lowe,lweaver@example.org,(641) 0065992234,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta,Entregado,Producto defectuoso,98
25,INVOLVE,South Thomas,EXIST,300,8,2023-10-15,Juan Manning,krystalmcdaniel@example.org,(001) 36332501439284,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Ninguno,55
18,JUST,North Brittney,EXIST,2100,18,2023-02-09,Cynthia Hayes,cwilliams@example.com,8572628794,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Producto defectuoso,98
26,EDUCATION,Briannaport,INDIVIDUAL,2400,7,2023-05-05,Samantha Hodges,paul02@example.com,(001) 9023136721535,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,Entregado,Producto defectuoso,42
12,HOME,East Josephland,POPULAR,200,11,2023-06-06,David Scott,brianboyd@example.org,(686) 990991,"91315!Simpson!Fork!Apt.!336
South!Mark,!GA!64860",Efectivo,En camino,Producto defectuoso,12
24,HOME,Vasquezborough,SPRING,900,21,2024-12-09,Jennifer Holmes,ydavid@example.com,(101) 8897038562,"493 Cameron Ramp
Veronicatown, MI 81010",Efectivo,Entregado,Producto defectuoso,12
8,EDUCATION,Jodichester,SPRING,800,16,2023-07-10,Mark Mays,walkerraven@example.net,(372) 684886317,"7474 Sean Pine
Frazierchester, OK 57469",Tarjeta,En camino,Producto defectuoso,19
27,DOOR,Valerietown,GROW,1500,17,2023-07-10,Mark Mays,paul49@example.net,(110) 59261937727,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Efectivo,Entregado,Producto defectuoso,25
29,DOG,Courtneymouth,JOB,1500,28,2023-07-15,Kelsey Lopez,brianboyd@example.org,(369) 746572373,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Tarjeta,Entregado,Ninguno,39
28,CREATE,West Charles,SPRING,600,25,2023-09-01,Mark Mays,eric24@example.com,(339) 00428204920,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,Entregado,Producto defectuoso,88
5,OWNER,South Timothyberg,GROUP,700,22,2023-02-09,Dr. Monica Woods,wliu@example.net,(369) 746572373,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,Entregado,Ninguno,42
12,SIX,Andrewside,STEP,200,11,2023-05-05,Susan Harvey,vhill@example.org,(001) 389556200,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Producto defectuoso,14
29,CHOICE,Port Alexachester,STILL,2100,14,2023-03-14,Jessica Davis,paul02@example.com,(314) 257035737,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,Entregado,Producto defectuoso,97
20,OWNER,Trujillofort,NORTH,2500,12,2023-01-04,Carla Orozco,paul49@example.net,5571938141,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,Entregado,Ninguno,43
21,PROFESSOR,Kevinton,STILL,300,12,2023-03-13,Angela Taylor,rdaugherty@example.net,(101) 8897038562,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Tarjeta,Entregado,Ninguno,12
12,HOME,SouthThomas,WHOM,3000,15,2024-12-09,Jessica Davis,matthew29@example.com,(369) 746572373,"37970!Hudson!Falls
Downshaven,!PA!58533",Efectivo,En camino,Ninguno,83
8,TRADE,North Thomastown,NORTH,2500,27,2024-12-09,Susan Harvey,paul49@example.net,(475) 36070987999,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Producto defectuoso,18
8,DOOR,Courtneymouth,GROUP,200,16,2023-01-18,Lisa Stafford,edward94@example.org,(372) 684886317,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Efectivo,En camino,Producto defectuoso,55
18,STRATEGY,Port Kelly,MOVEMENT,1100,23,2023-09-13,Brittney Guerra,estesjon@example.org,(870) 608083698,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,En camino,Producto defectuoso,43
25,HOME,EastJonathan,LEG,2100,11,2023-01-18,Karl Cardenas,eric87@example.org,(001) 9023136721535,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,Entregado,Ninguno,97
24,OWNER,East Jonathan,SPRING,900,23,2023-01-04,Kelsey Lopez,wwilson@example.org,(641) 0065992234,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,Entregado,Producto defectuoso,54
28,DOG,East Jonathan,WHOM,700,30,2023-05-06,Sharon Lowe,walkerraven@example.net,(001) 94337542187814,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Efectivo,En camino,Ninguno,28
14,SIX,Port Kelly,JOB,1500,22,2023-10-15,Susan Harvey,harperdanielle@example.net,(339) 00428204920,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Tarjeta,En camino,Ninguno,19
12,PRESENT,East Janicemouth,GROW,200,14,2023-03-22,Charles Williams,lharmon@example.net,(686) 990991,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Efectivo,Entregado,Ninguno,43
17,IF,Jessechester,LETTER,2600,21,2023-08-27,Karl Cardenas,krystalmcdaniel@example.org,(001) 389556200,"29340 Murphy Parkway
North Robert, KS 42070",Efectivo,Entregado,Producto defectuoso,88
19,PROFESSOR,Lindaport,INDIVIDUAL,2500,13,2023-02-09,Juan Manning,karaware@example.net,(621) 75126511205,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,En camino,Ninguno,87
30,OPERATION,SouthTimothyberg,TV,1300,7,2024-12-09,Cynthia Hayes,edward94@example.org,2661673098,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,Entregado,Producto defectuoso,54
13,PROFESSOR,South Thomas,WHOM,1500,21,2023-07-25,Dr. Monica Woods,hornebeth@example.com,(641) 0065992234,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,Producto defectuoso,4
16,JUST,East  Josephland,GROW,300,11,2023-01-04,Jennifer Holmes,briangonzales@example.net,(475) 36070987999,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,Entregado,Producto defectuoso,54
6,SONG,Port Kelly,FINISH,1300,7,2023-01-04,Andrew Mitchell,rdaugherty@example.net,5251947529,"USS Fuller
FPO AA 30334",Tarjeta,Entregado,Producto defectuoso,83
8,TRADE,Port Alexachester,MUCH,300,22,2023-02-09,Alan Bird,paul02@example.com,4914742586,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,Producto defectuoso,39
17,DOOR,Lindaport,INDUSTRY,2100,29,2023-01-04,Alan Bird,parkerandrew@example.org,(621) 75126511205,"29340 Murphy Parkway
North Robert, KS 42070",Efectivo,En camino,Producto defectuoso,24
29,OWNER,South Thomas,LEADER,200,15,2023-07-10,Brittney*Guerra,cwilliams@example.com,(101) 8897038562,"PSC 2182, Box 8243
APO AP 79039",Tarjeta,En camino,Ninguno,25
18,FIRM,East Janicemouth,RICH,2600,12,2023-08-27,Daniel Garcia,rdaugherty@example.net,(001) 575431910,"37970 Hudson Falls
Downshaven, PA 58533",Efectivo,Entregado,Producto defectuoso,42
12,WAIT,Briannaport,WHOM,900,11,2023-10-15,David  Scott,rdaugherty@example.net,(641) 0065992234,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,Producto defectuoso,78
1,DOOR,Port Alexachester,GROW,700,23,2023-06-06,Roger Stephens,ydavid@example.com,(001) 389556200,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Producto defectuoso,21
14,STAFF,Valerietown,STEP,700,21,2023-09-13,Andrew Mitchell,krystalmcdaniel@example.org,6304696433,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Producto defectuoso,78
10,DOG,Vasquezborough,NORTH,300,10,2023-07-15,Charles Williams,eric24@example.com,(001) 9023136721535,"30768 Louis Mill
Lake Carmen, LA 47934",Efectivo,Entregado,Producto defectuoso,28
11,UNDER,North Brittney,PAY,900,22,2023-05-05,Robert Bryant,cwilliams@example.com,(001) 575431910,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,Entregado,Ninguno,19
8,PROFESSOR,Port Alexachester,INCREASE,2500,11,2023-03-13,Alan Bird,edward94@example.org,(339) 00428204920,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Efectivo,Entregado,Ninguno,19
6,IF,East Josephland,POPULAR,1100,8,2023-09-01,Kelsey Lopez,parkerandrew@example.org,(314) 257035737,"403!Ashley!Mountains!Apt.!918
Nicholasberg,!MI!72538",Efectivo,Entregado,Producto defectuoso,88
8,UNDER,Susanton,FINISH,200,22,2024-12-09,Sean Mitchell,rdaugherty@example.net,(001) 36332501439284,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,Producto defectuoso,74
28,FOOD,Jodichester,AT,700,23,2023-06-17,Carla Orozco,vhill@example.org,2805046212,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,En camino,Producto defectuoso,78
16,HOME,Jessechester,MATTER,2300,14,2023-05-06,Kelsey!Lopez,sandersbeth@example.org,(001) 19330387387349,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,En camino,Producto defectuoso,19
9,EDUCATION,Andrewside,BUDGET,2500,27,2022-12-04,Kelsey!Lopez,paul49@example.net,(001) 389556200,"7474 Sean Pine
Frazierchester, OK 57469",Tarjeta,Entregado,Ninguno,25
4,STAFF,East Brittany,PAY,700,11,2023-06-06,Jessica  Davis,paul49@example.net,(509) 210932647,"37970  Hudson  Falls
Downshaven,  PA  58533",Efectivo,Entregado,Producto defectuoso,42
22,DOG,South Timothyberg,NORTH,800,26,2023-06-06,Mark Mays,paul49@example.net,(621) 75126511205,"22214?Janet?Plaza?Suite?903
West?Christopherside,?DC?40075",Efectivo,En camino,Ninguno,24
17,IF,Port Alexachester,INDIVIDUAL,200,21,2023-07-08,Lisa Stafford,ydavid@example.com,(314) 257035737,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,En camino,Producto defectuoso,74
13,SIX,EastJonathan,GROW,2300,22,2023-11-20,Dr. Monica Woods,cwilliams@example.com,5251947529,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,En camino,Ninguno,42
28,ADMINISTRATION,Courtneymouth,MUCH,2300,11,2023-11-20,Samantha Parker,schmidtkrystal@example.org,2805046212,"0827*Jill*Cape*Suite*299
Angieport,*DC*15542",Efectivo,Entregado,Producto defectuoso,78
28,CREATE,Susanton,POPULAR,800,11,2023-11-20,Lisa Stafford,ydavid@example.com,(369) 746572373,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Efectivo,En camino,Ninguno,78
26,CHOICE,North Thomastown,PAY,700,30,2023-04-14,Juan Manning,harperdanielle@example.net,(641) 0065992234,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta,Entregado,Producto defectuoso,43
26,FOCUS,Nguyenshire,INCREASE,2100,23,2023-09-01,Angela Taylor,wliu@example.net,5571938141,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,En camino,Producto defectuoso,49
28,JUST,North Thomastown,SAY,1500,24,2022-12-04,Dr. Monica Woods,lweaver@example.org,(001) 94337542187814,"233!Peterson!Canyon
Tranmouth,!ND!40770",Efectivo,Entregado,Producto defectuoso,83
15,KITCHEN,Port Alexachester,LEG,200,10,2023-11-20,Kelsey Lopez,dhuber@example.com,(001) 94337542187814,"PSC 2182, Box 8243
APO AP 79039",Tarjeta,Entregado,Ninguno,55
6,SONG,Lake Juan,SET,1300,29,2023-03-13,Karl Cardenas,estesjon@example.org,(001) 19330387387349,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,En camino,Producto defectuoso,42
26,STRATEGY,Trujillofort,LEADER,300,22,2023-06-21,Angela Taylor,cwilliams@example.com,2805046212,"025 Billy Row
Lisaside, AR 96338",Efectivo,Entregado,Producto defectuoso,54
21,ADMINISTRATION,SouthThomas,MOVEMENT,700,18,2023-03-22,David Scott,sandersbeth@example.org,(369) 746572373,"30768 Louis Mill
Lake Carmen, LA 47934",Efectivo,Entregado,Producto defectuoso,4
7,EDUCATION,Jessechester,GROW,800,24,2024-12-09,David Norton,rdaugherty@example.net,(339) 00428204920,"2644?Gonzalez?Mills?Apt.?856
Port?Frank,?IN?25816",Tarjeta,Entregado,Producto defectuoso,25
29,CREATE,WestCharles,NORTH,700,29,2023-08-27,Carla Orozco,matthew29@example.com,(001) 962368217,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,En camino,Producto defectuoso,74
3,OWNER,Kevinton,EXIST,900,7,2024-12-09,David Norton,ydavid@example.com,(612) 211834900,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Tarjeta,Entregado,Producto defectuoso,83
27,BASE,Jessechester,INCREASE,300,11,2023-08-13,Roger Stephens,powersjimmy@example.org,4914742586,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,En camino,Producto defectuoso,12
28,FOOD,Lindaport,INDUSTRY,300,30,2023-01-04,Mark Mays,rbrown@example.org,8487233346,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,Entregado,Producto defectuoso,36
23,OWNER,Milesburgh,GROUP,300,21,2022-12-04,Andrew Mitchell,hornebeth@example.com,(110) 59261937727,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,Entregado,Producto defectuoso,38
3,INVOLVE,Port Kelly,PAY,1300,8,2023-10-15,Samantha  Hodges,lharmon@example.net,(641) 0065992234,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,En camino,Ninguno,25
22,IF,NorthBrittney,FINISH,2400,9,2023-11-20,David Scott,matthew29@example.com,(339) 00428204920,"769 Dickerson Drive
Jasminemouth, HI 08895",Efectivo,En camino,Producto defectuoso,49
30,WAIT,Kevinton,SPRING,2400,30,2023-10-15,Susan Harvey,vhill@example.org,(001) 962368217,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,Ninguno,21
13,EDUCATION,Lindaport,GROW,1100,28,2023-11-20,Mark Mays,sandersbeth@example.org,(870) 608083698,"493 Cameron Ramp
Veronicatown, MI 81010",Efectivo,En camino,Producto defectuoso,42
15,KITCHEN,Lake Juan,EXIST,300,12,2023-05-06,Daniel Garcia,matthew29@example.com,8487233346,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado,Producto defectuoso,53
9,PROFESSOR,Jodichester,SET,300,16,2023-08-27,Juan Manning,lharmon@example.net,(314) 257035737,"0262 Cheryl Union
Sampsonfurt, ME 63401",Efectivo,Entregado,Producto defectuoso,38
17,JUST,South Timothyberg,SET,300,14,2023-06-28,Brittney  Guerra,vhill@example.org,(372) 684886317,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,Ninguno,74
11,STRATEGY,Port Alexachester,EXIST,300,16,2024-12-09,Adam!Mueller,schmidtkrystal@example.org,(110) 59261937727,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,Entregado,Producto defectuoso,19
27,PROFESSOR,Briannaport,TV,700,23,2024-12-09,Roger Stephens,ydavid@example.com,(001) 575431910,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,Entregado,Producto defectuoso,88
12,FIRM,Jodichester,SET,700,8,2023-11-20,Cynthia?Hayes,vhill@example.org,(621) 75126511205,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,En camino,Producto defectuoso,14
20,DOOR,Lake Juan,SET,1100,23,2023-09-12,Carla Orozco,wliu@example.net,(110) 59261937727,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Efectivo,Entregado,Producto defectuoso,36
2,HOME,Larrychester,LETTER,2500,16,2023-03-14,Daniel Garcia,brianboyd@example.org,8487233346,"50604 Anthony Villages
New William, ME 95446",Tarjeta,Entregado,Ninguno,28
18,JUST,Larrychester,RICH,1300,23,2024-12-09,Susan Harvey,lharmon@example.net,2661673098,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,En camino,Producto defectuoso,25
20,FOCUS,Jodichester,INDIVIDUAL,700,11,2023-02-09,Angela Taylor,brianboyd@example.org,(612) 211834900,"29340 Murphy Parkway
North Robert, KS 42070",Efectivo,Entregado,Producto defectuoso,21
23,UNDER,Milesburgh,FORWARD,200,22,2023-06-07,Sean Mitchell,lharmon@example.net,(369) 746572373,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Tarjeta,En camino,Producto defectuoso,18
1,OPERATION,Nguyenshire,PAY,1100,13,2023-10-15,Alan Bird,steelejulian@example.net,2661673098,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,Entregado,Ninguno,72
24,CHOICE,East Janicemouth,STILL,1100,9,2023-09-13,Mark Mays,wwilson@example.org,(001) 36332501439284,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,Ninguno,53
